Englisch,Deutsch,unfazed,unbeeindruckt
Englisch,Deutsch,regaling,Erfrischend
Englisch,Deutsch,disconcerting,beunruhigend
Englisch,Deutsch,temerity,Kühnheit
Englisch,Deutsch,innocuous,harmlos
Englisch,Deutsch,candid,offen
Englisch,Deutsch,edifice,Gebäude
Englisch,Deutsch,heresy,Ketzerei
Englisch,Deutsch,proclivities,Neigungen
Englisch,Deutsch,nascent,im Entstehen begriffen
Englisch,Deutsch,percolating,versickern
Englisch,Deutsch,deteriorate,sich verschlechtern
Englisch,Deutsch,deviant,abweichend
Englisch,Deutsch,extolling,preisen
Englisch,Deutsch,treatise,Abhandlung
Englisch,Deutsch,indelible,unauslöschlich
Englisch,Deutsch,disparity,Ungleichheit
Englisch,Deutsch,reluctant,nur ungern
Englisch,Deutsch,reticent,zurückhaltend
Englisch,Deutsch,pertaining,zugehörig
Englisch,Deutsch,adjourned,vertagt
Englisch,Deutsch,affectionate,zärtlich
Englisch,Deutsch,arduous,mühsam
Englisch,Deutsch,amalgamation,Verschmelzung
Englisch,Deutsch,burden,Belastung
Englisch,Deutsch,piqued,pikiert
Englisch,Deutsch,devouring,verschlingend
Englisch,Deutsch,entourage,Gefolge
Englisch,Deutsch,ostentatious,protzig
Englisch,Deutsch,reminiscent,erinnernd
Englisch,Deutsch,tranquil,still
Englisch,Deutsch,adversaries,Gegner
Englisch,Deutsch,elusiveness,Flüchtigkeit
Englisch,Deutsch,equivocal,mehrdeutig
Englisch,Deutsch,parsimoniously,sparsam
Englisch,Deutsch,efficacy,Wirksamkeit
Englisch,Deutsch,allegiance,Treue
Englisch,Deutsch,entitativity,Berechtigung
Englisch,Deutsch,dissent,Dissens
Englisch,Deutsch,vituperative,schmähend
Englisch,Deutsch,divisiveness,Teilbarkeit
Englisch,Deutsch,acrimony,Bitterkeit
Englisch,Deutsch,ubiquity,Allgegenwart
Englisch,Deutsch,detrimental,schädlich
Englisch,Deutsch,dissenting,abweichend
Englisch,Deutsch,susceptible,anfällig
Englisch,Deutsch,lamented,beklagte
Englisch,Deutsch,timid,ängstlich
Englisch,Deutsch,concealment,Verheimlichung
Deutsch,Englisch,absichtlich,intentionally
Englisch,Deutsch,misdemeanours,Vergehen
Englisch,Deutsch,deceitful,betrügerisch
Englisch,Deutsch,perilous,gefährlich
Englisch,Deutsch,invigorated,gestärkt
Englisch,Deutsch,prevailing,vorherrschend
Englisch,Deutsch,unrehearsed,unerprobt
Englisch,Deutsch,ineffable,unbeschreiblich
Englisch,Deutsch,scuppered,geschlagen
Englisch,Deutsch,touted,angepriesen
Englisch,Deutsch,uncanny,unheimlich
Englisch,Deutsch,sleet,Schneeregen
Englisch,Deutsch,imprudent,unklug
Englisch,Deutsch,eeriness,Unheimlichkeit
Englisch,Deutsch,deceleration,Verzögerung
Englisch,Deutsch,affordances,Ermäßigungen
Englisch,Deutsch,embodied,verkörpert
Englisch,Deutsch,utterances,Äußerungen
Englisch,Deutsch,infer,schließen
Englisch,Deutsch,traits,Züge
Englisch,Deutsch,attentive,aufmerksam
Englisch,Deutsch,judicious,vernünftig
Englisch,Deutsch,hindrance,Hindernis
Englisch,Deutsch,appraisals,Beurteilungen
Englisch,Deutsch,disheveled,zerzaust
Englisch,Deutsch,incorporated,eingebaut
Englisch,Deutsch,squabble,streiten
Englisch,Deutsch,bunk,Koje
Englisch,Deutsch,prey,Beute
Englisch,Deutsch,parentage,Abstammung
Englisch,Deutsch,dismal,düster
Englisch,Deutsch,whimsical,wunderlich
Englisch,Deutsch,jostling,Gedränge
Englisch,Deutsch,prodded,stieß
Englisch,Deutsch,teetotaler,Abstinenzler
Englisch,Deutsch,disdainful,verächtlich
Englisch,Deutsch,minutiae,Minutien
Englisch,Deutsch,hazy,dunstig
Englisch,Deutsch,poshness,Vornehmheit
Englisch,Deutsch,devious,Verschwunden
Englisch,Deutsch,squiffy,angesäuselt
Englisch,Deutsch,peculiar,eigenartig
Englisch,Deutsch,reacquaint,wieder kennenlernen
Englisch,Deutsch,tender,zärtlich
Englisch,Deutsch,trifling,Kleinigkeit
Englisch,Deutsch,gladdens,freut sich
Englisch,Deutsch,perishable,verderblich
Englisch,Deutsch,assortment,Sortiment
Englisch,Deutsch,particularities,Besonderheiten
Englisch,Deutsch,prudent,umsichtig
Englisch,Deutsch,avert,abwenden
Englisch,Deutsch,conceivable,denkbar
Englisch,Deutsch,remedy,Abhilfe
Englisch,Deutsch,endeavoured,bemüht
Englisch,Deutsch,accompanied,begleitet werden
Englisch,Deutsch,inviolable,unverletzlich
Englisch,Deutsch,apparel,Bekleidung
Englisch,Deutsch,affluent,wohlhabend
Englisch,Deutsch,assuage,Linderung
Englisch,Deutsch,formidable,beeindruckend
Englisch,Deutsch,adhere,haften
Englisch,Deutsch,subsistence,Lebensunterhalt
Englisch,Deutsch,fastidiousness,Anspruchslosigkeit
Englisch,Deutsch,edifying,erbaulich
Englisch,Deutsch,scavenging,aufräumen
Englisch,Deutsch,penumbra,Halbschatten
Englisch,Deutsch,entrenched,verschanzt
Englisch,Deutsch,pittance,Hungerlohn
Englisch,Deutsch,desperate,verzweifelt
Englisch,Deutsch,lofty,erhaben
Englisch,Deutsch,appealing,ansprechend
Englisch,Deutsch,appalling,erschreckend
Englisch,Deutsch,occasion,Gelegenheit
Englisch,Deutsch,ocassion,Gelegenheit
Englisch,Deutsch,ambiguous,mehrdeutig
Englisch,Deutsch,severing,Trennen
Englisch,Deutsch,prosperity,der Wohlstand
Englisch,Deutsch,fluctuations,Schwankungen
Englisch,Deutsch,resins,Harze
Englisch,Deutsch,perishing,untergehen
Englisch,Deutsch,vocation,Berufung
Englisch,Deutsch,assertion,Behauptung
Englisch,Deutsch,amplified,verstärkt
Englisch,Deutsch,ancillary,ergänzend
Englisch,Deutsch,dizzying,schwindlig
Englisch,Deutsch,posit,setzen
Englisch,Deutsch,affection,Zuneigung
Englisch,Deutsch,defection,Abfall
Englisch,Deutsch,mutually,gegenseitig
Englisch,Deutsch,astute,scharfsinnig
Englisch,Deutsch,councilor,Stadtrat
Englisch,Deutsch,decency,Anstand
Englisch,Deutsch,fostered,gefördert
Englisch,Deutsch,cede,abtreten
Englisch,Deutsch,permeable,durchlässig
Englisch,Deutsch,constituents,Bestandteile
Englisch,Deutsch,accrue,anfallen
Englisch,Deutsch,benevolent,wohlwollend
Englisch,Deutsch,dissemination,Verbreitung
Englisch,Deutsch,ceding,Zucht
Englisch,Deutsch,condoning,Duldung
Englisch,Deutsch,disparaging,abwertend
Englisch,Deutsch,conversely,umgekehrt
Englisch,Deutsch,conceal,verheimlichen
Englisch,Deutsch,irrevocably,unwiderruflich
Englisch,Deutsch,persisting,beharrlich
Englisch,Deutsch,spatial,räumlich
Englisch,Deutsch,trait,Merkmal
Englisch,Deutsch,pleasure,Vergnügen
Englisch,Deutsch,arousal,Erregung
Englisch,Deutsch,extortion,Erpressung
Englisch,Deutsch,endowment,Ausstattung
Englisch,Deutsch,denominated,bezeichnet
Englisch,Deutsch,complacency,Selbstzufriedenheit
Englisch,Deutsch,vicious,bösartig
Englisch,Deutsch,preoccupation,Beschäftigung
Englisch,Deutsch,reconciled,versöhnt
Englisch,Deutsch,irreconcilable,unvereinbar
Englisch,Deutsch,irreconciliable,unvereinbar
Englisch,Deutsch,gist,Kern
Englisch,Deutsch,contention,Streit
Deutsch,Englisch,im Brennpunkt stehend,focal
Englisch,Deutsch,accommodates,beherbergt
Englisch,Deutsch,incidentally,übrigens
Englisch,Deutsch,countervailing,ausgleichend
Englisch,Deutsch,umbilical cord,Nabelschnur
Englisch,Deutsch,leniency,Nachsicht
Englisch,Deutsch,coarse,grob
Englisch,Deutsch,incurred,entstanden
Englisch,Deutsch,rigor,Strenge
Englisch,Deutsch,blunted,abgestumpft
Englisch,Deutsch,precept,Gebot
Englisch,Deutsch,decomposable,zerlegbar
Englisch,Deutsch,reconciliation,Versöhnung
Englisch,Deutsch,convey,vermitteln
Englisch,Deutsch,berates,schimpft
Englisch,Deutsch,eagerness,Eifer
Englisch,Deutsch,designation,Bezeichnung
Englisch,Deutsch,amplification,Verstärkung
Englisch,Deutsch,reap,ernten
Deutsch,Englisch,Veranlagung,predisposition
Englisch,Deutsch,enhanced,verbessert
Englisch,Deutsch,pursue,verfolgen
Englisch,Deutsch,honed,geschliffen
Englisch,Deutsch,ingenuity,Einfallsreichtum
Englisch,Deutsch,circumscribed,umschrieben
Englisch,Deutsch,infancy,Kindheit
Englisch,Deutsch,elucidate,erklären
Englisch,Deutsch,transience,Vergänglichkeit
Englisch,Deutsch,disparate,disparat
Englisch,Deutsch,warrant,rechtfertigen
Englisch,Deutsch,deprivation,Entbehrung
Englisch,Deutsch,disruptive,störend
Englisch,Deutsch,seductive,verführerisch
Deutsch,Englisch,im gegenteil,on the contrary
Englisch,Deutsch,avail,vermögen
Englisch,Deutsch,forgo,verzichten
Englisch,Deutsch,deceptive,trügerisch
Englisch,Deutsch,customary,üblich
Englisch,Deutsch,accruing,auflaufend
Englisch,Deutsch,yearning,Sehnsucht
Englisch,Deutsch,contingencies,Eventualitäten
Englisch,Deutsch,paved,gepflastert
Englisch,Deutsch,attitudinal,Einstellungs
Englisch,Deutsch,unobtrusively,unauffällig
Englisch,Deutsch,tameable,zähmbar
Deutsch,Englisch,ausgeprägt,pronounced
Englisch,Deutsch,prone,anfällig
Englisch,Deutsch,contended,angefochten
Englisch,Deutsch,entail,mitnehmen
Englisch,Deutsch,propensity,Neigung
Englisch,Deutsch,depicts,zeigt
Englisch,Deutsch,deems,meint
Englisch,Deutsch,appeases,beschwichtigt
Englisch,Deutsch,accommodate,unterbringen
Englisch,Deutsch,disputed,umstritten
Englisch,Deutsch,eager,eifrig
Englisch,Deutsch,curtail,beschneiden
Englisch,Deutsch,tacit,stillschweigend
Englisch,Deutsch,nurture,nähren
Englisch,Deutsch,succinct,prägnant
Englisch,Deutsch,depiction,Darstellung
Englisch,Deutsch,tenets,Lehren
Deutsch,Englisch,Kenntnis habend,cognizant
Englisch,Deutsch,ambiguity,Mehrdeutigkeit
Englisch,Deutsch,alludes,spielt an
Englisch,Deutsch,persist,fortdauern
Englisch,Deutsch,occasions,Gelegenheiten
Englisch,Deutsch,depicted,dargestellt
Englisch,Deutsch,aforementioned,vorgenannten
Englisch,Deutsch,pervasive,allgegenwärtig
Englisch,Deutsch,stipulate,festlegen
Englisch,Deutsch,nascence,Faszination
Englisch,Deutsch,prevail,herrschen
Englisch,Deutsch,gratification,Befriedigung
Englisch,Deutsch,burgeoning,aufkeimend
Englisch,Deutsch,deduce,ableiten
Englisch,Deutsch,negligible,unerheblich
Englisch,Deutsch,fosters,fosters
Englisch,Deutsch,contradiction,Widerspruch
Englisch,Deutsch,corroboration,Bestätigung
Englisch,Deutsch,ascertain,ermitteln
Englisch,Deutsch,rehearsal,Probe
Englisch,Deutsch,demeanor,Haltung
Englisch,Deutsch,courteous,höflich
Englisch,Deutsch,conducted,geführt
Englisch,Deutsch,impede,behindern
Deutsch,Englisch,erschweren,aggravate
Englisch,Deutsch,scant,wenig
Englisch,Deutsch,jaded,abgestumpft
Englisch,Deutsch,ossified,verknöchert
Englisch,Deutsch,termed,bezeichnet
Englisch,Deutsch,leeway,Spielraum
Englisch,Deutsch,elicited,ausgelöst
Englisch,Deutsch,acquaint,kennenlernen
Englisch,Deutsch,solicitation,Aufforderung
Englisch,Deutsch,desirability,wünschenswert
Englisch,Deutsch,impose,verhängen
Englisch,Deutsch,unsolicited,unaufgefordert
Englisch,Deutsch,scarce,knapp
Englisch,Deutsch,ubiquitous,allgegenwärtig
Englisch,Deutsch,lubricate,schmieren
Englisch,Deutsch,amalgamated,verschmolzen
Englisch,Deutsch,referral,Verweisung
Deutsch,Englisch,genehmigt,approved
Englisch,Deutsch,corroborated,bestätigt
Englisch,Deutsch,henceforth,fortan
Englisch,Deutsch,Eligibility,Berechtigung
Englisch,Deutsch,stipulated,festgelegt
Englisch,Deutsch,juxtapose,nebeneinander stellen
Englisch,Deutsch,pertinent,relevant
Englisch,Deutsch,emanate,ausgehen
Englisch,Deutsch,tentative,Vorsichtig
Englisch,Deutsch,derogatory,abwertend
Englisch,Deutsch,prevalent,vorherrschend
Englisch,Deutsch,transitory,vorübergehend
Englisch,Deutsch,unconfounded,nicht begründet
Englisch,Deutsch,confounded,verwechselt
Englisch,Deutsch,unprecedented,beispiellos
Englisch,Deutsch,resilience,Elastizität
Englisch,Deutsch,recurrent,wiederkehrend
Englisch,Deutsch,deprived,beraubt
Englisch,Deutsch,contemporary,zeitgenössisch
Englisch,Deutsch,novelty,Neuheit
Englisch,Deutsch,reciprocity,Gegenseitigkeit
Englisch,Deutsch,commensurate,angemessen
Englisch,Deutsch,diminish,verringern
Englisch,Deutsch,inducing,veranlassen
Englisch,Deutsch,entitlement,Anspruch
Englisch,Deutsch,merit,verdienen
Englisch,Deutsch,remuneration,Vergütung
Englisch,Deutsch,renounce,verzichten
Englisch,Deutsch,hampering,behindern
Englisch,Deutsch,bribes,Bestechungsgelder
Englisch,Deutsch,insentient,unbesonnen
Englisch,Deutsch,churn,Abwanderung
Englisch,Deutsch,genuine acting,echtes schauspiel
Englisch,Deutsch,boundary,Grenze
Englisch,Deutsch,demarcation,Abgrenzung
Englisch,Deutsch,retention,Zurückbehaltung
Englisch,Deutsch,redemption,Erlösung
Englisch,Deutsch,particular,besonders
Englisch,Deutsch,devise,entwickeln
Englisch,Deutsch,persuaded,überredet
Englisch,Deutsch,albeit,obgleich
Englisch,Deutsch,inadvertently,versehentlich
Englisch,Deutsch,exacerbated,verschärft
Englisch,Deutsch,reciprocal,wechselseitig
Englisch,Deutsch,evident,offensichtlich
Englisch,Deutsch,commensurate with,im Einklang mit
Englisch,Deutsch,apparent,ersichtlich
Englisch,Deutsch,parsimonious,sparsam
Englisch,Deutsch,alleviate,lindern
Englisch,Deutsch,delineation,Abgrenzung
Englisch,Deutsch,facilitated,erleichtert
Englisch,Deutsch,mitigate,mildern
Englisch,Deutsch,convenience,Bequemlichkeit
Englisch,Deutsch,forestall,zuvorkommen
Englisch,Deutsch,encompassing,umfassend
Englisch,Deutsch,patronage,Schirmherrschaft
Englisch,Deutsch,antecedents,Vorgeschichte
Englisch,Deutsch,churn rates,Abwanderungsraten
Englisch,Deutsch,assert,behaupten
Englisch,Deutsch,attribution,Zuschreibung
Englisch,Deutsch,enactment,Erlass
Englisch,Deutsch,elicit,entlocken
Englisch,Deutsch,misattribute,falsch zuordnen
Englisch,Deutsch,pecuniary,Geld
Englisch,Deutsch,frail,gebrechlich
Englisch,Deutsch,unrelenting,unerbittlich
Englisch,Deutsch,constrain,beschränken
Englisch,Deutsch,concomitantly,gleichzeitig
Englisch,Deutsch,equifinality,Gleichzeitigkeit
Englisch,Deutsch,envisaged,vorgesehen
Englisch,Deutsch,caveats,Vorbehalte
Englisch,Deutsch,elucidate,aufzuklären
Englisch,Deutsch,conceive,begreifen
Englisch,Deutsch,inquiry,Anfrage
Englisch,Deutsch,profoundly,zutiefst
Englisch,Deutsch,attainment,Erreichung
Englisch,Deutsch,compulsory,verpflichtend
Englisch,Deutsch,salient,hervorstechend
Englisch,Deutsch,perspire,schwitzen
Englisch,Deutsch,mediated,vermittelt
Englisch,Deutsch,conducive,förderlich
Englisch,Deutsch,propinquity,Nähe
Englisch,Deutsch,deterring,Abschreckung
Englisch,Deutsch,detracted,beeinträchtigt
Englisch,Deutsch,anchored,verankert
Englisch,Deutsch,exert,ausüben
Englisch,Deutsch,lenient,nachsichtig
Englisch,Deutsch,reluctant,widerwillig
Englisch,Deutsch,devoted to,gewidmet
Englisch,Deutsch,sophisticated,anspruchsvoll
Englisch,Deutsch,pertinent,sachdienlich
Englisch,Deutsch,appropriateness,Angemessenheit
Englisch,Deutsch,reassures,beruhigt
Englisch,Deutsch,pertain,betreffen
Englisch,Deutsch,deferring,verzögern
Englisch,Deutsch,accustomed,gewohnt
Englisch,Deutsch,goad,Ansporn
Englisch,Deutsch,steered,gesteuert
Englisch,Deutsch,revamped,überarbeitet
Englisch,Deutsch,convened,einberufen
Englisch,Deutsch,fathom,ergründen
Englisch,Deutsch,heady,berauschend
Englisch,Deutsch,discerned,erkannt
Englisch,Deutsch,conceived,konzipiert
Englisch,Deutsch,mesmerized,hypnotisiert
Englisch,Deutsch,coveted,begehrt
Englisch,Deutsch,coiled,gewunden
Englisch,Deutsch,pedigree,Stammbaum
Englisch,Deutsch,scaffolding,Gerüst
Englisch,Deutsch,grasped,ergriffen
Englisch,Deutsch,striving,Streben
Englisch,Deutsch,compelling,zwingend
Englisch,Deutsch,zealous,eifrig
